110,2025-12-29T10:00:01,25.5,N-45,1013,45,12.5,OK,80
102,2025-12-29T10:00:02,26.0,N-46,1012,44,13.0,OK,79
103,2025-12-29T10:00:03,26.2,N-47,1014,46,12.8,WARN,75
104,2025-12-29T10:00:04,25.8,N-48,1011,43,11.5,OK,74
105,2025-12-29T10:00:05,27.1,N-49,1015,48,14.2,CRITICAL,20
101,2025-12-29T10:00:01,25.5,N-45,1013,45,12.5,OK,80
102,2025-12-29T10:00:02,26.0,N-46,1012,44,13.0,OK,79
103,2025-12-29T10:00:03,26.2,N-47,1014,46,12.8,WARN,75
104,2025-12-29T10:00:04,25.8,N-48,1011,43,11.5,OK,74
105,2025-12-29T10:00:05,27.1,N-49,1015,48,14.2,CRITICAL,20
106,2025-12-29T10:00:06,25.9,N-50,1013,45,12.6,OK,80
107,2025-12-29T10:00:07,26.1,N-51,1012,44,13.1,OK,79
108,2025-12-29T10:00:08,26.3,N-52,1014,46,12.9,OK,78
109,2025-12-29T10:00:09,25.7,N-53,1011,43,11.6,OK,77
110,2025-12-29T10:00:10,27.0,N-54,1015,48,14.1,WARN,76
111,2025-12-29T10:00:11,25.4,N-55,1013,45,12.4,OK,75
112,2025-12-29T10:00:12,26.2,N-56,1012,44,13.2,OK,74
113,2025-12-29T10:00:13,26.4,N-57,1014,46,12.7,OK,73
114,2025-12-29T10:00:14,25.6,N-58,1011,43,11.4,OK,72
115,2025-12-29T10:00:15,27.2,N-59,1015,48,14.3,CRITICAL,15
116,2025-12-29T10:00:16,25.3,N-60,1013,45,12.3,OK,70
117,2025-12-29T10:00:17,26.5,N-61,1012,44,13.3,OK,69
118,2025-12-29T10:00:18,26.6,N-62,1014,46,12.5,WARN,68
119,2025-12-29T10:00:19,25.2,N-63,1011,43,11.3,OK,67
120,2025-12-29T10:00:20,27.3,N-64,1015,48,14.4,CRITICAL,10
121,2025-12-29T10:00:21,25.1,N-65,1013,45,12.2,OK,66
122,2025-12-29T10:00:22,26.7,N-66,1012,44,13.4,OK,65
123,2025-12-29T10:00:23,26.8,N-67,1014,46,12.3,OK,64
124,2025-12-29T10:00:24,25.0,N-68,1011,43,11.2,OK,63
125,2025-12-29T10:00:25,27.4,N-69,1015,48,14.5,WARN,62
126,2025-12-29T10:00:26,24.9,N-70,1013,45,12.1,OK,61
127,2025-12-29T10:00:27,26.9,N-71,1012,44,13.5,OK,60
128,2025-12-29T10:00:28,27.5,N-72,1014,46,12.2,OK,59
129,2025-12-29T10:00:29,24.8,N-73,1011,43,11.1,OK,58
130,2025-12-29T10:00:30,27.6,N-74,1015,48,14.6,CRITICAL,5
131,2025-12-29T10:00:31,24.7,N-75,1013,45,12.0,OK,57
132,2025-12-29T10:00:32,27.0,N-76,1012,44,13.6,OK,56
133,2025-12-29T10:00:33,27.7,N-77,1014,46,12.1,WARN,55
134,2025-12-29T10:00:34,24.6,N-78,1011,43,11.0,OK,54
135,2025-12-29T10:00:35,27.8,N-79,1015,48,14.7,CRITICAL,4
136,2025-12-29T10:00:36,24.5,N-80,1013,45,11.9,OK,53
137,2025-12-29T10:00:37,27.1,N-81,1012,44,13.7,OK,52
138,2025-12-29T10:00:38,27.9,N-82,1014,46,12.0,OK,51
139,2025-12-29T10:00:39,24.4,N-83,1011,43,10.9,OK,50
140,2025-12-29T10:00:40,28.0,N-84,1015,48,14.8,WARN,49
141,2025-12-29T10:00:41,24.3,N-85,1013,45,11.8,OK,48
142,2025-12-29T10:00:42,27.2,N-86,1012,44,13.8,OK,47
143,2025-12-29T10:00:43,28.1,N-87,1014,46,11.9,OK,46
144,2025-12-29T10:00:44,24.2,N-88,1011,43,10.8,OK,45
145,2025-12-29T10:00:45,28.2,N-89,1015,48,14.9,CRITICAL,3
146,2025-12-29T10:00:46,24.1,N-90,1013,45,11.7,OK,44
147,2025-12-29T10:00:47,27.3,N-91,1012,44,13.9,OK,43
148,2025-12-29T10:00:48,28.3,N-92,1014,46,11.8,WARN,42
149,2025-12-29T10:00:49,24.0,N-93,1011,43,10.7,OK,41
150,2025-12-29T10:00:50,28.4,N-94,1015,48,15.0,CRITICAL,2
151,2025-12-29T10:00:51,23.9,N-95,1013,45,11.6,OK,40
152,2025-12-29T10:00:52,27.4,N-96,1012,44,14.0,OK,39
153,2025-12-29T10:00:53,28.5,N-97,1014,46,11.7,OK,38
154,2025-12-29T10:00:54,23.8,N-98,1011,43,10.6,OK,37
155,2025-12-29T10:00:55,28.6,N-99,1015,48,15.1,WARN,36
156,2025-12-29T10:00:56,23.7,N-100,1013,45,11.5,OK,35
157,2025-12-29T10:00:57,27.5,N-101,1012,44,14.1,OK,34
158,2025-12-29T10:00:58,28.7,N-102,1014,46,11.6,OK,33
159,2025-12-29T10:00:59,23.6,N-103,1011,43,10.5,OK,32
160,2025-12-29T10:01:00,28.8,N-104,1015,48,15.2,CRITICAL,1
161,2025-12-29T10:01:01,23.5,N-105,1013,45,11.4,OK,31
162,2025-12-29T10:01:02,27.6,N-106,1012,44,14.2,OK,30
163,2025-12-29T10:01:03,28.9,N-107,1014,46,11.5,WARN,29
164,2025-12-29T10:01:04,23.4,N-108,1011,43,10.4,OK,28
165,2025-12-29T10:01:05,29.0,N-109,1015,48,15.3,CRITICAL,27
166,2025-12-29T10:01:06,23.3,N-110,1013,45,11.3,OK,26
167,2025-12-29T10:01:07,27.7,N-111,1012,44,14.3,OK,25
168,2025-12-29T10:01:08,29.1,N-112,1014,46,11.4,OK,24
169,2025-12-29T10:01:09,23.2,N-113,1011,43,10.3,OK,23
170,2025-12-29T10:01:10,29.2,N-114,1015,48,15.4,WARN,22
171,2025-12-29T10:01:11,23.1,N-115,1013,45,11.2,OK,21
172,2025-12-29T10:01:12,27.8,N-116,1012,44,14.4,OK,20
173,2025-12-29T10:01:13,29.3,N-117,1014,46,11.3,OK,19
174,2025-12-29T10:01:14,23.0,N-118,1011,43,10.2,OK,18
175,2025-12-29T10:01:15,29.4,N-119,1015,48,15.5,CRITICAL,17
176,2025-12-29T10:01:16,22.9,N-120,1013,45,11.1,OK,16
177,2025-12-29T10:01:17,27.9,N-121,1012,44,14.5,OK,15
178,2025-12-29T10:01:18,29.5,N-122,1014,46,11.2,WARN,14
179,2025-12-29T10:01:19,22.8,N-123,1011,43,10.1,OK,13
180,2025-12-29T10:01:20,29.6,N-124,1015,48,15.6,CRITICAL,12
181,2025-12-29T10:01:21,22.7,N-125,1013,45,11.0,OK,11
182,2025-12-29T10:01:22,28.0,N-126,1012,44,14.6,OK,10
183,2025-12-29T10:01:23,29.7,N-127,1014,46,11.1,OK,9
184,2025-12-29T10:01:24,22.6,N-128,1011,43,10.0,OK,8
185,2025-12-29T10:01:25,29.8,N-129,1015,48,15.7,WARN,7
186,2025-12-29T10:01:26,22.5,N-130,1013,45,10.9,OK,6
187,2025-12-29T10:01:27,28.1,N-131,1012,44,14.7,OK,5
188,2025-12-29T10:01:28,29.9,N-132,1014,46,11.0,OK,4
189,2025-12-29T10:01:29,22.4,N-133,1011,43,9.9,OK,3
190,2025-12-29T10:01:30,30.0,N-134,1015,48,15.8,CRITICAL,2
191,2025-12-29T10:01:31,22.3,N-135,1013,45,10.8,OK,1
192,2025-12-29T10:01:32,28.2,N-136,1012,44,14.8,OK,95
193,2025-12-29T10:01:33,30.1,N-137,1014,46,10.9,WARN,90
194,2025-12-29T10:01:34,22.2,N-138,1011,43,9.8,OK,85
195,2025-12-29T10:01:35,30.2,N-139,1015,48,15.9,CRITICAL,80
196,2025-12-29T10:01:36,22.1,N-140,1013,45,10.7,OK,75
197,2025-12-29T10:01:37,28.3,N-141,1012,44,14.9,OK,70
198,2025-12-29T10:01:38,30.3,N-142,1014,46,10.8,OK,65
199,2025-12-29T10:01:39,22.0,N-143,1011,43,9.7,OK,60
200,2025-12-29T10:01:40,30.4,N-144,1015,48,16.0,WARN,55

1200,2025-12-29T10:01:40,30.4,N-144,1015,48,16.0,WARN,55    

2200,2025-12-29T10:01:40,30.4,N-144,1015,48,16.0,WARN,55    

999,2025-12-29T12:00:00,50.5,N-999,1020,55,20.5,CRITICAL,5

4200,2025-12-29T10:01:40,30.4,N-144,1015,48,16.0,WARN,55    
