1,2025-01-01T10:00:00.000Z,24.5,Zone-A,1013.2,45.5,0.0,Ok,100
2,2025-01-01T10:00:05.000Z,25.1,Zone-A,1012.8,46.2,1.2,Ok,99
3,2025-01-01T10:00:10.000Z,26.4,Zone-B,1011.5,44.8,3.5,Working,98
4,2025-01-01T10:00:15.000Z,28.2,Zone-B,1010.1,43.0,5.1,Warning,95
5,2025-01-01T10:00:20.000Z,30.5,Zone-C,1009.5,41.5,8.2,Critical,90
6,2025-01-01T10:00:25.000Z,29.8,Zone-C,1009.8,42.1,6.5,Warning,88
7,2025-01-01T10:00:30.000Z,27.0,Zone-B,1011.0,43.5,4.0,Working,87
8,2025-01-01T10:00:35.000Z,25.5,Zone-A,1012.5,45.0,2.1,Ok,85
9,2025-01-01T10:00:40.000Z,24.8,Zone-A,1013.0,45.8,0.5,Ok,84
10,2025-01-01T10:00:45.000Z,24.2,Zone-A,1013.5,46.0,0.0,Ok,83
